z_q0,z_q1,z_q2,z_q3,z_q4,z_q5,z_q6,z_q7,z_q8,z_q9,z_q10,z_q11,z_q12,z_q13,z_q14,z_q15,z_q16,z_q17,z_q18,z_q19,z_q20
-2.242806063446631595e-03,-3.521847599832565821e-03,-4.367872773779158876e-05,-4.804114764763899514e-04,1.499818126763317709e-03,-1.564065384807262343e-03,2.551480786036450406e-04,8.493276528915865223e-03,2.769926084739586254e-03,-1.101008127838302335e-03,-4.582065881372849453e-03,4.023511500102104274e-04,-1.410043884983872790e-03,-7.804204751112506742e-04,3.455302686551237241e-03,1.145568745529881665e-04,1.321957419759840508e-03,-2.695913520712408390e-03,4.342491894994741919e-03,-8.323896170553018656e-03,7.341583762204443274e-03
-4.653527657042977501e-03,7.791484417512218805e-04,-2.975117203193430610e-03,2.475432788066950955e-04,-1.813634605539830033e-04,-4.240428947265026047e-03,4.901141802157874330e-04,-3.181313196431963426e-03,-1.380425995709015684e-03,-1.271484165399863102e-03,-4.187552799213328097e-03,-7.519448934238002688e-04,4.723307659991885302e-04,-6.385051273810029432e-03,3.254747700744223607e-03,2.310538602169401150e-03,-1.582536811199562439e-03,2.393541987001004262e-03,-1.463492231009880110e-03,8.844086625644206933e-04,4.479025289888743412e-03
-1.314097402370286577e-04,3.322008242551917345e-03,2.050171188105893647e-02,1.361482204139815091e-03,5.941939952449364418e-03,7.698531800354476914e-03,5.599712760537170313e-03,-1.403523772087259675e-02,2.881269128427313593e-03,-5.461525088586028330e-03,2.615274028046947474e-03,-3.451725229941544210e-04,1.683513480259361990e-03,-7.334676367668175679e-04,1.254150795525835714e-02,1.709264618002657348e-03,1.574053013365168258e-02,-7.175390685389556114e-03,4.215484430545057316e-03,7.515775315905011932e-03,5.572411018425762856e-03
4.426271625126041061e-03,-3.536976297355646018e-03,-5.257810278803942954e-04,-1.962087480904588449e-04,-2.630668306034256165e-03,4.007613473754629424e-04,-8.130992618547968134e-04,-1.667955315368254560e-03,-2.632917309210335531e-03,-5.425835998889656266e-03,-1.829309814882575796e-03,1.265793215469603050e-02,5.972610094057322419e-03,1.226184924913118488e-03,-2.507339628140572464e-03,1.361879273633222935e-03,-9.126918415072010973e-03,-2.445264441075335922e-03,-8.666690917637496269e-04,6.764447923635862059e-03,-2.776925080215390720e-03
4.495118351614754010e-03,-1.035262380756604705e-02,6.289168079588765628e-03,3.350652821942033937e-04,1.336036969622726028e-02,-1.753888226782601700e-02,-1.474272718165176368e-02,7.927427303513145951e-03,9.349808033932457789e-04,8.059277124231609482e-03,-3.155386530193361738e-02,6.861901610650687246e-03,1.569657797277596023e-02,-5.164307423371888688e-03,4.743457609954011313e-03,1.876563262768758721e-03,-6.550252266080327374e-03,2.717983606932003124e-03,-2.079082095513850800e-02,5.286436755727688154e-03,-1.245362377348058908e-02
6.424762873703988159e-03,1.938436983074678932e-03,-2.710815523651633439e-03,1.150656612131801095e-03,4.685335201486622199e-03,2.391796538596380022e-03,7.416847537346834413e-04,-2.827948312401030659e-04,-2.831028659567825460e-04,3.981259560107862014e-04,-3.744515640768128137e-03,1.045647720161202443e-02,-3.528952221834767700e-03,6.850834605811311363e-04,-1.055463913643699082e-03,3.420995408316055905e-03,1.673433128556163106e-03,4.086260025400799065e-03,7.266015464293002499e-04,5.349652628702007869e-03,-1.927618815530683866e-03
7.046787612281397994e-03,-1.026818576390837057e-03,4.866320462684622320e-04,-1.973736119725787684e-03,-1.303682204520193117e-03,5.338918069044619637e-03,-6.807377681945168610e-03,4.933298798384866922e-03,-7.331581079638101010e-03,-2.639758198063097902e-03,-9.148166140534824339e-03,-3.161812669863255099e-03,-6.195154415327459516e-03,1.513706169774143174e-03,3.015959887615067732e-03,1.799025897555024548e-03,5.440501818497824353e-04,6.059988956493954229e-04,-1.348595689084331872e-03,-8.959147080903784310e-03,-3.283371511345806182e-03
-7.095325047159163276e-04,1.782080466385986377e-03,6.777419418830283194e-04,-2.073046505914773446e-04,-2.407325826088271663e-03,7.316298794354252240e-04,4.407953021066319740e-03,-6.059452938337680887e-03,-3.152838285388180790e-03,1.483493556037171392e-03,-7.539426205282100460e-03,-3.110237860620028438e-03,-1.200333868938057835e-03,3.384383314195779126e-03,-2.214771824464944160e-03,5.042630171935268309e-03,1.423036362956870034e-02,-4.886494525618057666e-03,-2.084816349714344909e-03,2.870803307259910987e-03,-2.815910414830926148e-03
-1.218534964290841471e-03,-3.095945806700209357e-03,-2.421206006161753799e-03,1.004340925645481105e-03,-1.047728250747135235e-03,2.582294715958584688e-03,-1.318134202682126610e-02,3.901554729637208944e-03,7.131354414608192735e-03,-5.506848869456568542e-04,3.672538959370176548e-03,3.954144301748594575e-04,-6.062976150456674332e-03,-8.635505618088638998e-04,-1.808325447351767992e-03,-3.308411819662107102e-03,5.440305325212475319e-03,6.010567582212476010e-04,-4.053946273014024477e-04,-6.411655082016199866e-03,-4.194636983286049222e-04
-3.501437337855629363e-03,1.003454021784717237e-03,-2.634486903041970748e-03,4.932773978984976090e-03,4.928189590369549608e-03,-2.487038416082766254e-02,-9.306436736468625195e-03,1.050296021984107979e-02,-5.801230033335051835e-03,-5.356407954709757092e-03,-1.611573418136374308e-02,-1.082349830383141573e-02,5.198442537047739780e-04,6.981013794965672606e-03,-1.075292425324069195e-03,-3.520241376083789453e-05,-3.445609411349713925e-03,4.709635573474202364e-03,1.064224623139719411e-03,-3.647589855123695071e-03,8.796970103247191489e-03
-1.063378208615911244e-04,-1.262501443977645087e-03,-2.615595662670344018e-03,-4.192881173346917414e-03,-1.995518164090661142e-03,-8.981741575486399537e-03,2.685112884848301316e-04,3.290356470759241841e-03,-8.730382361532415189e-04,-4.867611407419022117e-03,-4.503058420122356062e-03,4.132664987026806076e-03,3.830506680561561114e-03,4.502168058677408387e-03,4.985372701058414079e-04,-3.700912451150423221e-03,5.145762530740010006e-03,-4.666859336673622773e-04,-9.825708662805382899e-04,-3.390342812733233651e-04,1.248276207428064728e-03
-2.361869981265519308e-03,-3.513351728329241162e-03,-9.920151036177803257e-04,4.650000404100727326e-03,-2.033614768036350225e-03,9.319648316335428159e-04,-1.035615862123301714e-03,4.777319225548282665e-03,2.662870035435772713e-03,-1.459707443369036555e-03,-3.733116676588328631e-03,-4.411909243316764623e-03,-1.602071327823274653e-03,1.996695111689963747e-04,-2.390551397664055205e-03,3.239179730085061434e-03,6.481840313746914731e-04,-2.473439737835708891e-04,1.697398175052773628e-03,3.813028258064359369e-03,2.597513591796555849e-03
-1.082888567843771736e-03,-3.852859116913987317e-03,4.347308964358516901e-04,1.435802056741066401e-03,-4.371029493072228680e-04,1.891908141250733637e-03,-4.463403852898176032e-03,5.394853798176352938e-03,-4.308886757231025766e-03,2.473438734764007996e-03,9.726850128448059907e-04,-2.550269348147509059e-03,3.518964862212724254e-03,2.547652937579043993e-03,1.125468998696608179e-03,1.769622453384941344e-03,1.424779231422233306e-03,3.508627834980933627e-03,-6.158274194099130471e-04,9.461942229305308344e-04,5.784780379230864918e-05
3.485162607949780778e-03,4.477902658053188080e-03,-2.739699717885474110e-04,3.521258136363835355e-03,6.077448549171017523e-04,6.748727998586107404e-03,-1.847221209993183885e-03,-4.127523923486468849e-03,2.248313942316165250e-03,-2.161716313309631869e-03,2.699289407200811813e-03,2.522913310749361031e-03,1.624499515503541932e-03,-6.673036468921717673e-03,1.006681110417007073e-03,-1.021971592909514661e-03,-1.019305262308042338e-03,7.415709613318157908e-04,3.253049333439945404e-04,-2.670623573559844158e-03,-3.579770544574978342e-03
2.278436039882239875e-03,-1.184257407827732280e-03,-2.264272049826323522e-03,2.789937853582101848e-03,3.466512616406301588e-03,-1.913053291910468516e-03,-1.775578050630414670e-03,7.916708139855095985e-04,-7.163210112250565980e-04,1.665012605178310028e-03,-2.866734104086752360e-04,2.021657130449096458e-03,-2.370193301301117775e-03,2.438093940242354145e-03,-3.578117789198006007e-03,-4.253260043043951243e-03,3.230933673005373613e-04,-1.635302550694164359e-04,6.638397912381074212e-04,-8.681763381093380704e-04,-2.376999521753717787e-03
-2.393725553652035869e-03,5.692255256630408995e-04,2.961590275444605982e-03,-7.007944341707409439e-04,1.950686541894850910e-04,4.926715634969551678e-03,-2.588406589506859687e-03,-1.710070905823588613e-03,-4.184818595673328243e-03,1.176532432519955063e-03,-2.126142021315965622e-03,-1.117584183565851694e-02,-5.015880943302936101e-03,4.075808243209395540e-03,1.456617929261424214e-02,-2.253457460154172087e-03,-6.654670087340251033e-05,-3.128037699334977259e-03,-3.599265523074783504e-03,7.835677157760142716e-03,1.276844508685100535e-02
-3.247755755164966757e-04,1.939557903544443431e-03,2.145147262494317541e-04,9.752504216204434077e-04,5.431359162162513639e-03,-3.781982048019205938e-03,5.536779302557099519e-03,-5.112602833142802089e-03,5.577355413869995553e-03,-4.701958716694635068e-03,-8.831314028067971389e-04,3.735620958927876600e-06,1.034521964907973018e-03,1.114667473469838598e-03,-1.867179587429965409e-03,-6.692763928873814681e-03,1.090940587295528331e-04,5.164174244806396183e-03,4.949075298462378989e-04,2.850814008263556198e-03,-2.281788357512893727e-03
2.149791494168063095e-04,3.620465262459739500e-03,4.466406422527078451e-03,6.586446502607143112e-04,-3.814540234503257035e-04,8.734368049448963320e-04,-2.210994281074314411e-03,-2.798914140923375402e-03,1.326468312867039269e-03,8.292296824145297361e-04,4.498533898840266845e-03,-2.206797483526519096e-03,2.272556875035577212e-03,-2.359903608143897220e-03,1.184120301945494743e-03,5.594917710610420800e-03,-2.840061325915227593e-03,1.081999920855313815e-03,2.572280932498281856e-04,1.912906151940308558e-04,-3.676937425710815905e-03
5.050328568582403144e-03,2.830227610841181719e-03,4.480887991120184426e-03,-2.856651134415715519e-03,-3.457009247080373125e-03,7.526429306124182705e-04,7.431141954113377329e-04,-7.078480201013954455e-03,-1.019985285690683729e-03,-1.905139170161433909e-03,-5.492804980182265651e-04,4.176607508892970881e-03,2.000025254858717356e-03,5.677565526575434167e-03,7.529070180583427238e-03,1.561731282317947462e-03,4.591134807251512351e-03,3.963445406867153152e-03,2.332370640115523364e-03,-3.614937374351969920e-03,-1.711410094502662871e-05
1.335291007106596296e-03,7.286121036366227308e-04,-1.759570412898767491e-03,-1.744077766302739273e-03,9.598809984198155513e-05,-3.365733972168685056e-05,-3.133388124227116413e-03,2.583189000329926682e-03,1.344695979227797291e-03,-4.046370388735752444e-03,3.414631889872178985e-03,-4.464830225176204433e-03,2.038465876236281171e-03,-6.634325109221264789e-04,-2.113800732159998742e-03,9.723396987142451584e-03,-3.686455132544507862e-03,1.010144306691259123e-03,4.845273037855704883e-04,-5.644751652703009631e-04,-3.375518038873357319e-03
1.790336704136998719e-03,9.290462517017985047e-04,-8.799238692091630992e-04,-1.177180221159685944e-03,-1.664782415040902321e-04,1.325185378414943035e-04,-3.540888535392334047e-03,1.342290425331421014e-03,1.170559201800782300e-03,1.065334496121186263e-03,-1.447642968791164331e-03,3.050092372405610597e-03,-3.396974143319635760e-03,6.745698412834774237e-05,-2.596074039621129592e-03,2.360935011632443910e-03,2.372244666653447204e-03,8.999937890104591550e-04,-2.106269429658179718e-03,-4.050205087676880485e-04,-3.508391945654363870e-03
-2.752588608691332837e-03,-3.635925271727259104e-03,1.547602801054757818e-03,9.296990823637789683e-04,4.048529374692189965e-03,-2.884751844921942809e-03,-1.934308344618719880e-03,-1.500175529477000948e-03,-2.406035805892269529e-03,3.307462600892296586e-03,-2.775099301594190215e-03,-4.699293951114129515e-03,1.689281163728790884e-03,9.359923508577425643e-04,-2.166874579475636369e-03,-3.169573660940530786e-03,-7.149589699335945087e-05,-6.928640871898934794e-03,-4.221797927614142840e-03,-3.859875530524361662e-04,5.087950020912225231e-04
-7.889417702673357999e-03,4.997463693514684648e-03,5.363906147194051968e-03,-1.756283550993986524e-03,-9.634837472053429594e-03,-8.066975333816801125e-03,1.216921098428705439e-04,1.708264544813337810e-02,1.126857201238760930e-02,-3.184586022187815488e-03,7.403525066856897832e-03,-4.915166907201657005e-03,-6.734259030289094401e-03,-2.352555191843328647e-03,-4.466177438542330048e-03,1.335895348113245833e-02,-1.065403732457965297e-03,2.546844623750719409e-03,1.267961562344748633e-02,-5.844611861334358428e-03,1.321639017782036060e-02
4.468004439759769644e-03,3.334203311237694898e-03,-1.030760025891092578e-03,-4.330582381557942714e-03,-3.032682041891436153e-03,-3.046662277884566814e-03,-1.468077876031750190e-02,9.007220800550726214e-03,-7.196527453119071216e-03,-4.303972901869936030e-03,1.790269757768799680e-04,4.173011475440808159e-03,-1.264563154103847103e-03,4.070117360377396160e-03,-7.295231884514653039e-04,5.054654541687268396e-03,-5.046929648334678390e-04,3.856334625397692291e-03,3.506660872651835327e-03,-4.440675412760187839e-03,-1.975950848359570608e-04
3.237668445956879901e-03,2.320281891216691150e-03,-3.958329808381533602e-03,-5.213179681792898257e-03,-1.492749420946267239e-03,-2.514066051406995111e-03,-7.873856555306408753e-04,5.697491137142724101e-04,-1.626807221331825560e-03,-2.026877709354353314e-03,-1.882460793169945384e-03,-2.927562128347540801e-04,-1.104256055912992626e-04,4.222850301769815080e-03,2.512004050318571765e-03,-2.097689823632563431e-03,-2.228460815248160896e-03,5.973950116278843332e-04,-1.769744256251406123e-03,4.530746755740110675e-03,-2.001887490629176546e-03
1.832966926920703930e-03,5.367134407756128309e-03,-9.547375828162876256e-04,8.624951968760379483e-04,-1.761068808280796859e-03,6.224828129880908938e-03,6.069401783540331885e-04,-2.007495393120725408e-03,4.344426783573940298e-03,5.382137592979513094e-03,1.506835485606206060e-03,-4.192678627915336076e-03,1.647260321166539761e-03,-1.294119633841625495e-03,1.132456470364620734e-03,-1.618266584003678682e-03,-3.436268336079090040e-03,-4.262731871154002740e-03,1.143506215105815661e-02,-4.878242149648949130e-03,-1.392664999746767360e-04
-4.180114847022620844e-04,1.586804320521351900e-03,2.125278714028703327e-04,4.245178173782999335e-04,1.338293859508054304e-03,-1.552066124872515489e-03,2.725229079651535387e-03,-1.416216776657073378e-03,3.526325872968198889e-03,-1.468077273563518984e-03,-2.783139276753485158e-04,-1.524610856746910423e-03,9.367151322857390772e-04,-1.873283713755460878e-03,1.178411270827747249e-03,1.980841301598075836e-04,1.203956262201911825e-03,6.523125835579111388e-04,-7.259306943129973516e-04,3.582191856460054981e-03,8.522500458703172362e-04
-2.748246297068141983e-03,-2.334963378842237758e-03,2.694828057652001903e-03,-2.353908710232029047e-03,6.591212722908469136e-04,-1.184488763357343516e-03,1.527977922207190628e-03,2.750715808589385050e-03,2.399256354913831615e-03,2.875275538931841915e-03,2.601729591193265023e-03,-6.635301339882307761e-03,1.683819417845275335e-03,-2.167792740055637414e-03,-2.928499484000941528e-03,-2.509848923790289777e-03,-3.338257060338111100e-03,-4.638166701194385965e-04,-2.144732294900026162e-03,7.092434091744249458e-04,-5.681820920090455834e-03
2.822064053234552613e-03,-3.547901407898437689e-03,1.965960871049820917e-03,1.499729645361072734e-03,-8.214712716936807329e-04,2.918259040189082401e-03,-1.482324204949978137e-03,-4.924120366250806305e-03,-3.259654295247515089e-03,-3.577925478893146088e-03,-8.986756378243374380e-03,1.688625866737457001e-04,-3.982152722321754580e-03,-1.426201283572619367e-03,-3.859818077737796772e-03,-2.698737300967061700e-03,4.608717121184438374e-03,-4.129010864087069273e-04,1.127582890036795370e-03,-1.008516197915743789e-03,7.336484879726075728e-04
1.676946651904351153e-03,2.296416925449167295e-03,-9.669800256257579055e-04,-5.703517118528709379e-03,1.239500218845496129e-03,-3.278057782312944046e-03,1.372696945407207453e-03,-1.196875075499213240e-03,-2.366205571024115276e-03,-2.274501802891918268e-03,2.962295362543476349e-03,3.221215031794164019e-04,8.503580329192522366e-04,-2.457888073745009318e-03,-2.841566592040554182e-04,-4.142366573582332429e-03,-1.249791454557550117e-03,-4.682924641944530937e-04,-7.660791306481464034e-04,-2.032499473009339707e-03,-2.258743893844145523e-03
-9.438019355367959634e-03,-3.046710962510254007e-03,-4.181439375103228329e-03,-1.223741996946581256e-03,6.470887964581683444e-03,-3.521731028504012685e-04,4.784984369334053730e-03,-4.911329826497905574e-05,1.721037090110462625e-03,4.852789370604292628e-03,3.583922346331815459e-03,-1.476849974904729558e-03,2.371516214916581655e-03,-4.578307185294976187e-04,2.179262889086821479e-03,-1.687098962935101604e-03,-5.277825097481096315e-05,-2.814056262012095723e-03,1.051353684664532414e-03,9.134454083447093170e-04,-1.616566863321955644e-03
3.592053143523041975e-04,3.603321482076307300e-04,-2.593091086348463595e-03,1.423278476221683658e-03,3.660274630109644186e-04,-4.302851100216499060e-03,-7.319001379307462501e-03,-2.802119914831313618e-03,-2.222994753412233264e-04,-2.340242791969282879e-03,1.917430173119186870e-04,-1.617094543818809772e-03,-5.446519786266521002e-04,-3.541055180816877514e-03,5.800404018588391566e-04,-8.299131537756764855e-04,-8.818210219409682200e-04,-2.336661374693240270e-03,3.146404062302998912e-03,6.241829983330653402e-04,-1.649020318037417105e-03
4.881279249530048187e-03,-2.180155581414457838e-03,2.114572751717990699e-03,3.453994658835462910e-04,2.481016226115087975e-03,2.925915911578582870e-03,-2.081397365954586100e-03,-1.855382346716428609e-03,3.661322069392949127e-03,-1.176527098979787862e-02,3.280631140878941324e-03,4.630471725833191013e-03,8.892045413167510085e-03,6.157422001078315457e-03,-1.642612565677536605e-04,-2.723702858037022664e-03,3.751815253786027708e-03,5.012672648943729617e-03,-4.131280292012389291e-03,3.800102715149837867e-03,-3.149130287109800762e-03
-8.943653321849508175e-03,7.718477368637005967e-03,-4.344755878594315848e-03,2.966137387639977609e-03,3.786390837050560530e-03,-1.721981482372660771e-02,-3.830656795573384940e-03,-1.238468450709752453e-03,-1.624446795541915857e-03,-2.740638793178308509e-04,7.197206553239510890e-03,-1.203492850395555813e-02,1.680766580225487652e-02,4.894217309747055447e-03,-1.267637899485475270e-02,1.074465203615592411e-02,5.703702058111595127e-03,8.813508427002330909e-04,-1.012984513206040141e-03,-7.403801337618549222e-03,-8.880278034539201490e-03
7.311295146902865513e-04,-2.167413324249004795e-03,-3.298164819530086719e-04,-1.632408028358595760e-03,-5.980484566486576935e-04,-2.914887421286063013e-05,2.342567436739397511e-03,1.993551207854886171e-04,-9.641572854930548610e-04,-1.471912838003843968e-03,-3.121906336685948899e-03,6.770228137491229869e-05,-1.774841621553146717e-04,2.545733434983521101e-03,7.883844400749409446e-04,1.553060006923107474e-03,2.486231247856233572e-04,1.284834827109922542e-03,3.342069384381448792e-04,-1.670063852480955678e-03,4.638741898278476387e-04
1.139705396751220824e-02,3.674296062572069126e-03,6.759934061427153723e-03,-4.325727419559478436e-04,1.235113350657323847e-02,-1.374800693731362614e-02,1.757694964163408584e-04,1.100771351469694709e-02,-2.024130536009846951e-02,-5.325261818776236451e-03,-4.869839919979536066e-03,7.422358258614208601e-03,-5.207989242865685570e-04,-7.096705597182988634e-04,1.369502665595401149e-05,8.404830373229166610e-03,1.599400459827506754e-02,1.091210541731675240e-02,2.296056065454977341e-02,4.064074225205696958e-03,5.643450439217649389e-04
-6.280183690167695509e-04,-7.293906688072885301e-04,2.551276585804717993e-03,1.567432972403354999e-03,-5.363950721910115812e-04,-5.611082248540395605e-03,4.675036237812632903e-03,2.409008087049926972e-03,5.145739226864472606e-04,-2.801742603993714496e-04,1.533110819867429878e-03,1.226043602877534798e-03,1.875970674506114832e-03,-1.276483910492391249e-03,-3.665636537670632737e-03,3.528689638118832732e-04,-2.301387526322164895e-03,-4.714717897213776578e-03,1.549982589254981277e-03,2.637280770761518938e-03,-2.917921144102384508e-03
-3.739602017811512538e-05,1.172097269231941411e-03,-1.925674003346192296e-03,-1.709774211299806270e-03,1.245435644967449271e-03,-5.009804156858439078e-03,5.012748554686090492e-03,4.084982010337009917e-03,-5.557114665591288832e-03,-6.567025380468188844e-03,3.747130815889832683e-03,-3.926028618555474879e-03,8.100860755683217916e-04,5.530037375294595547e-03,1.388622650198696479e-03,3.158166094001588209e-04,6.968768146532107813e-03,9.405509534143986035e-04,-2.635602408354995561e-03,1.619045412030122207e-03,-3.219443106441862486e-03
3.472723026523066771e-03,-1.028587103805115189e-03,-1.015557173831821598e-03,-3.344278872898047254e-03,2.616576610974952286e-03,2.842246054128179898e-03,1.581452561216948900e-03,4.114194151284219798e-04,4.424914129623838416e-05,-1.920394135164836102e-04,-3.455972273544763093e-03,2.229505677641439171e-03,-2.271209429130072351e-03,2.987724477563024478e-03,4.750480776316142947e-04,-3.847899785847677624e-05,6.801963196269608485e-03,6.180808760767867631e-04,-1.066838266102133675e-03,5.547084438389652573e-03,7.652270271359285381e-04
-2.179189390148507464e-03,-1.339287351589185052e-03,8.785805922730310826e-04,-3.365599156483697896e-04,-1.041259403533808907e-03,-4.778851020391080076e-04,-2.634075196070503194e-04,-3.056425958717206518e-03,-8.381884438777202975e-04,6.946334629487136000e-04,-2.911585492178903056e-03,2.039308831792437972e-03,2.328004599898882577e-03,-5.569832267053109265e-04,7.025167927198980485e-03,-3.056451894854545458e-03,-1.137823855709153105e-03,1.999890442846226097e-03,-3.396934851912539102e-03,4.303033399384071332e-03,7.773193648832583437e-03
-3.732133753583543549e-03,-5.420713094472727998e-04,-3.368935473050908326e-03,6.388251544086250835e-04,4.238573128468701642e-03,5.427225759153195966e-03,9.280564551954854913e-04,1.971686834947069221e-03,2.561838498352691021e-03,-5.501857078934614675e-03,-4.044829846234325454e-03,5.539462591834990943e-03,-5.822434040624933568e-03,-1.027942165659170848e-03,-2.334900685145768241e-03,4.613434947723104446e-03,8.405977261342803541e-03,5.288516284162980523e-04,2.675202121843467829e-03,4.501254662933570558e-03,1.070396688715333396e-03
-4.443060571724112909e-03,1.861303316238767033e-02,-3.048870653623375442e-03,7.643671737975896640e-04,-1.922093070405614650e-03,4.926912888410031610e-04,2.150059985666684294e-03,-3.003699948113542836e-03,2.407796915297716767e-03,-5.036152167205348862e-03,-5.740810921302505476e-03,6.440304322621738346e-03,1.452955188280603046e-03,2.281463944823876756e-03,6.435901811089387008e-04,7.209784736838745732e-03,-3.231729150977191278e-03,2.277392106281361794e-03,7.454508531106201867e-03,-1.784850245055229732e-03,4.498245678005823034e-03
-8.352658389957387346e-04,-9.329654923871319450e-04,5.327151194402398281e-04,-1.870969324993271982e-06,2.739784067053462925e-04,-2.985115890368336342e-04,2.157997740824974323e-03,1.100343060421229589e-03,1.026777354068559613e-03,-4.356246630092372625e-04,-1.635994674010939065e-04,8.736738205618954992e-04,-1.690494177087242290e-03,7.932657209116459468e-05,-8.612197067383990136e-04,7.299538308504212140e-04,-5.576636619276471515e-04,-7.566407300429772893e-04,1.401722384693255760e-03,4.875555871242288767e-05,-5.564415195334860773e-04
4.736001147424414789e-03,3.811569185886706963e-03,7.975136243776770328e-03,1.516251781300655393e-03,-5.150359588317843414e-03,1.337496253604783525e-03,1.063316127147357487e-02,-1.122692583390248050e-02,-6.271714185882495442e-03,-6.075052940864924004e-04,8.146051988056172977e-03,-3.702618415642653510e-03,-1.980505148327917249e-03,-3.820157430471791266e-03,2.221361959407619903e-04,-1.143359827677859234e-03,5.952697021911057887e-03,4.980964388106893896e-03,2.831977413199901223e-03,-6.219272324197778513e-05,-1.070787386955491388e-02
-5.603809900920278010e-03,3.639234077006334341e-03,-3.956947345220927087e-03,5.179853710026003158e-03,-2.740639920741184260e-03,-1.652201427951575929e-03,2.630956303160790141e-03,-8.108031131345413631e-04,2.848145074533267422e-05,-9.972668176146228317e-04,-1.484495276641972089e-04,-8.401417000809723382e-04,5.047925455315587298e-03,-1.392402356341165826e-03,-3.501755394978766332e-03,2.423273396196013590e-03,3.199114429411528335e-03,-4.978577995547045498e-03,-3.248036210143059356e-03,1.552222733439033702e-03,-8.166093919987190081e-05
-6.323707574904221043e-04,1.057149103436794569e-03,-1.391345844569493763e-04,7.985928863385070246e-04,4.863873907077014523e-04,-3.849333076415212621e-03,1.117707161149370659e-03,-2.119749420540527948e-03,3.632726304567861567e-06,4.093963039117232833e-04,-1.516302750421959569e-03,1.830318568876919579e-03,-1.200305301572526535e-03,-1.431174834097211123e-04,3.019832210145509789e-04,-1.613723859420694833e-03,-1.027108373373764624e-04,4.835878290095326285e-04,-1.983037616169312616e-03,3.498886165579380815e-04,2.746250980836589459e-03
-2.448265546630017109e-03,-1.354413984977930006e-03,-2.203355138112430070e-04,-1.179622285361695607e-03,-2.613776587959043378e-03,1.826401120879467092e-03,-3.508739435071340368e-03,1.879169028690699100e-03,3.458052729093576833e-04,-4.075265226220552931e-04,5.752999081939935699e-05,8.835535823107235412e-04,1.634334519823669660e-03,8.290191258822044666e-04,1.852040606642447974e-04,-1.947692317277917914e-03,-1.006718221640312636e-03,-5.955030253838159739e-04,-3.352453108084372212e-03,-1.797454734551536763e-03,4.002145070876256608e-03
-8.670125953506397851e-04,-2.950132300086824588e-04,-1.993736096071209440e-05,-6.523404832726103575e-04,9.266268085948730802e-04,-1.344655908712290467e-03,1.517678434432291092e-03,2.266632226042282743e-03,2.947379765512667116e-03,4.716192653499661196e-05,3.778442737112572281e-04,-3.234685698088680776e-03,2.756708207454556647e-03,-5.931899635054209982e-04,-3.957511984979005838e-06,-4.873627265569113959e-04,8.132373152460133960e-04,-3.712026851709713930e-04,1.803637694864161081e-03,6.438738133719707889e-04,-1.017486709206742767e-03
-5.331470120611882940e-04,-1.266167174627936577e-03,-4.477686100071715924e-04,8.169968368708000438e-05,2.781545960348334127e-03,-1.126323169477481782e-03,-3.417082962020177167e-03,-3.537336252337562603e-03,-8.640788890520785959e-04,-4.484718273684413191e-04,-1.017723690715024998e-05,-2.599923312235517467e-04,-2.119297792628395665e-03,2.819174651046523795e-03,-4.399483314253480049e-03,-1.265528022371206589e-03,-1.101297944958452412e-03,-9.624274774463457711e-04,2.318450104911760814e-03,3.138774275295663860e-03,2.980053031152193541e-03
-4.849093538727648062e-04,-1.585782734602401468e-03,3.147633181140002678e-03,-3.917088189187891041e-03,-1.955368419728115842e-03,1.408822001250855001e-03,4.425405125831438462e-03,-7.640395599034838139e-04,5.254644103928566429e-03,-3.148501987674274562e-03,1.586485208599967486e-03,-3.628621219396187259e-03,-2.764618995449799350e-03,-2.383803283060359750e-03,-1.458067567804860812e-03,-5.632119268551945106e-03,-2.325878042642698373e-03,-1.409131238264742757e-02,-8.773544929397165005e-04,-1.809237739997762500e-03,4.655922772951841260e-03
-5.521008274331240008e-04,-6.419562844425286824e-03,2.472119861533224588e-03,-1.141287288378681122e-04,-1.188896338490493280e-03,4.596162879299165588e-03,-1.685687480814335778e-03,4.113035071616527073e-03,1.342658768213949270e-02,1.538521803237745053e-02,-4.213409490280949077e-03,-1.861649397048305635e-03,-3.960872749038888904e-03,-1.635225897592618854e-03,-1.074712705678450590e-03,7.142722899218099291e-04,-6.591708950746049539e-03,-3.492594567353932405e-03,4.065962758418021315e-03,-1.063271112296352086e-03,-2.333681781445986255e-03
3.822104908422102945e-03,2.824078811089018263e-03,2.912918288389951694e-03,-8.967168689866565970e-03,-2.801393988617755480e-03,6.946841842414928220e-04,-1.974274181942664314e-03,-1.931804855771038307e-03,6.873640358985081550e-03,-8.206778931843192746e-04,-4.328539082402084459e-03,-4.916981098515195957e-03,1.109910524923850110e-02,-2.906030057259011536e-04,-2.397349569481069514e-03,-4.890455575921060991e-03,4.240195971271156807e-03,1.313043863154414979e-03,6.801457626305794021e-04,4.017692780932590954e-03,-4.391026108507539022e-04
